SOURCE_OBSERVATION_ID,OBSERVED_ON,TAXON_CODE,HOW_MANY,LOCATION_NAME,LATITUDE,LONGITUDE,VALIDITY,PHOTO,LOADED_TIMESTAMP,SOURCE
299913285,2025-07-21 14:49:00,49477,1,Long Mountain Trail,44.3357045461,-70.7617415073,research,https://static.inaturalist.org/photos/540341840/square.jpg,2025-12-13 16:02:53,2
298678452,2025-07-11 16:28:00,417398,1,Long Mountain Trail,44.3320757997,-70.7519551997,needs_id,https://static.inaturalist.org/photos/538029898/square.jpg,2025-12-13 16:02:53,2
298678401,2025-07-11 16:25:00,120181,1,Long Mountain Trail,44.3319147997,-70.7529478997,needs_id,https://static.inaturalist.org/photos/538029765/square.jpg,2025-12-13 16:02:53,2
298678359,2025-07-11 16:23:00,49490,1,Long Mountain Trail,44.3322137997,-70.7537860997,needs_id,https://static.inaturalist.org/photos/538029714/square.jpg,2025-12-13 16:02:53,2
298678335,2025-07-11 16:23:00,49490,1,Long Mountain Trail,44.3322137997,-70.7537860997,needs_id,https://static.inaturalist.org/photos/538029662/square.jpg,2025-12-13 16:02:53,2
298678300,2025-07-11 16:18:00,418164,1,Long Mountain Trail,44.3319197,-70.7537655,needs_id,https://static.inaturalist.org/photos/538029556/square.jpg,2025-12-13 16:02:53,2
298678232,2025-07-11 16:17:00,47157,1,Long Mountain Trail,44.3319826997,-70.7537709,needs_id,https://static.inaturalist.org/photos/538029406/square.jpg,2025-12-13 16:02:53,2
298678170,2025-07-11 16:17:00,52764,1,Long Mountain Trail,44.3321007997,-70.7537482,research,https://static.inaturalist.org/photos/538029338/square.jpg,2025-12-13 16:02:53,2
298678136,2025-07-11 16:13:00,417398,1,Long Mountain Trail,44.3326817,-70.755886,needs_id,https://static.inaturalist.org/photos/538029260/square.jpg,2025-12-13 16:02:53,2
298678115,2025-07-11 16:12:00,48702,1,Long Mountain Trail,44.3327130997,-70.7558911997,needs_id,https://static.inaturalist.org/photos/538029213/square.jpg,2025-12-13 16:02:53,2
298678031,2025-07-11 16:07:00,204198,1,Long Mountain Trail,44.3328933,-70.7561790997,research,https://static.inaturalist.org/photos/538029027/square.jpg,2025-12-13 16:02:53,2
298677983,2025-07-11 16:07:00,83799,1,Long Mountain Trail,44.3330022997,-70.7561402,research,https://static.inaturalist.org/photos/538028938/square.jpg,2025-12-13 16:02:53,2
298677928,2025-07-11 16:02:00,128715,1,Long Mountain Trail,44.3336613,-70.7574309997,needs_id,https://static.inaturalist.org/photos/538028800/square.jpg,2025-12-13 16:02:53,2
298677753,2025-07-11 16:00:00,132322,1,Long Mountain Trail,44.3336834997,-70.7574007997,needs_id,https://static.inaturalist.org/photos/538028490/square.jpg,2025-12-13 16:02:53,2
298677608,2025-07-11 15:58:00,57131,1,Long Mountain Trail,44.3335689,-70.7577832,research,https://static.inaturalist.org/photos/538028244/square.jpg,2025-12-13 16:02:53,2
298677593,2025-07-11 15:57:00,58707,1,Long Mountain Trail,44.3335579997,-70.7579556997,needs_id,https://static.inaturalist.org/photos/538028187/square.jpg,2025-12-13 16:02:53,2
298677542,2025-07-11 15:57:00,486780,1,Long Mountain Trail,44.3335579997,-70.7579556997,needs_id,https://static.inaturalist.org/photos/538028071/square.jpg,2025-12-13 16:02:53,2
298677495,2025-07-11 15:56:00,79484,1,Long Mountain Trail,44.3335361997,-70.7579817,research,https://static.inaturalist.org/photos/538027976/square.jpg,2025-12-13 16:02:53,2
298677461,2025-07-11 15:54:00,68068,1,Long Mountain Trail,44.333491,-70.7580825,needs_id,https://static.inaturalist.org/photos/538027915/square.jpg,2025-12-13 16:02:53,2
298240976,2025-07-11 15:54:00,57131,1,Long Mountain Trail,44.3335798997,-70.7581196997,research,https://static.inaturalist.org/photos/538020342/square.jpg,2025-12-13 16:02:53,2
298240743,2025-07-11 15:51:00,52680,1,Long Mountain Trail,44.3337379997,-70.758318,needs_id,https://static.inaturalist.org/photos/537186623/square.jpg,2025-12-13 16:02:53,2
298240559,2025-07-11 15:49:00,165994,1,Long Mountain Trail,44.3343405997,-70.7589908,research,https://static.inaturalist.org/photos/537186244/square.jpg,2025-12-13 16:02:53,2
297195479,2025-07-11 15:44:00,55732,1,Long Mountain Trail,44.3355044997,-70.7613795997,needs_id,https://static.inaturalist.org/photos/535214997/square.jpg,2025-12-13 16:02:53,2
